wind_speed,a_seiche,qual
1,0.07,526.94250699
0.903058891680719,0.0615622967933233,527.55734901
1.00832920127244,0.0552318981396947,520.78075434
1.0408192092388,0.0534282658058512,532.80644448
0.939312748557982,0.052255712882152,549.53859153
1.03920207464347,0.0584629416843012,494.6934735
1.12291943700502,0.062512316601059,525.42518221
0.899655220225532,0.0636379991612839,550.42740863
0.982211492107854,0.0612480542930334,506.6716136
1.1986661522117,0.0561082699678178,492.01912393
1.13530178465068,0.0546546284748066,522.16509701
1.13100393303017,0.0596573870548302,500.21394746
1.05616821386491,0.0526409699428589,513.0749408
0.948845031099581,0.0591277483027862,527.53480484
0.989877336375053,0.063368655279212,513.39676061
1.11344593205107,0.0479479057735305,479.36149576
1.05033644471267,0.0402308805209541,566.18917137
1.11472670699441,0.0442907536710612,520.38096166
1.05872658219528,0.0657818578919094,518.05679446
1.07893515271189,0.044834280636534,522.7027196
0.959992425247589,0.0414147334927909,603.54435178
1.1645901846319,0.0465385045474731,488.84798527
1.06756025439646,0.0460972204025503,516.43332143
1.0656251183719,0.0440594153381749,528.58104241
1.14788503254451,0.0449543196267109,519.24644419
1.06209424878245,0.0405641098754929,527.02628375
1.07321413372518,0.0574084835334262,521.20003082
1.14416625744847,0.0546874036525657,500.13869439
0.97132279285964,0.0493441785260012,537.84686161
1.10893504656801,0.0467209072272179,488.36305123
1.18880373640677,0.0499409136472884,508.90422278
1.05462777875567,0.0523575812456539,496.28054999
1.01903188652062,0.0526993335606981,497.98459442
1.08125979850109,0.0364196506549817,546.25608772
1.07767134413866,0.0416236930471205,515.10718041
1.07914022883619,0.0450057833532372,518.07438714
1.02754759140334,0.0451267839763403,551.24092695
1.15481507642547,0.05070796337735,506.38949923
0.971562659326952,0.0451654609493644,564.69954674
1.1107224510743,0.0435368697850644,533.83033342
0.977157692202178,0.0514790031935629,548.64832233
1.07232745505359,0.0583975770503492,517.4360345
1.05617381391035,0.0513158812155965,504.29986604
1.18792312651672,0.054615893501874,501.84082372
0.921015921106123,0.0485339018556189,589.38630235
0.937256654079972,0.0440230804823236,593.08750312
0.930429815884753,0.0447269810798371,591.42408444
1.16599594467853,0.048490497265825,488.21986132
0.969680900222905,0.0404972136869782,640.51167112
1.13593234295535,0.0376319292254719,510.37320745
1.13937893144042,0.0342965197258948,538.53750233
0.938168338497957,0.0529647419178063,543.09933924
1.15039559639029,0.0506322622228748,486.80222287
1.07428435758084,0.0573704345957852,506.87852325
1.09044610444732,0.0625183747804458,504.7121639
1.03850409304187,0.0432711216306416,531.72176994
1.11301457425289,0.0544442473201065,510.92001159
1.15071343207514,0.0469471147999356,475.49838261
1.03258520274919,0.0463636743844777,523.03601942
1.02488967262666,0.0508996031231516,523.1631136
1.13551279504584,0.0535484195691867,494.58068734
1.12936037953449,0.0497067836368734,493.3433112
1.09097422045152,0.0508175965443398,495.58917572
1.01655402789218,0.0450755576363664,551.18444257
1.12726923979858,0.0459853810396082,483.0650845
1.10340364871821,0.05351695868123,520.67998008
1.18295569692763,0.0419836201509876,491.44765379
1.03686485149678,0.0486370485346473,534.66821137
1.07606574078854,0.0423347615199922,520.06258391
1.17282109598886,0.0471654627569893,491.3039119
1.05710977591716,0.0476848415531103,519.46001699
1.16255304206029,0.0603999470329315,500.40807462
0.959584620779048,0.0521251953994098,538.07380461
1.16460836506382,0.0419728029304831,484.36750782
1.03935142112677,0.0507005516988006,520.90739962
1.12512849488962,0.0300512637428367,583.67723111
1.11889798154805,0.0526029139896988,503.09716909
1.1625618254116,0.0480506326835828,482.1458984
1.13968888959606,0.0527782528195641,524.89722145
0.966824956863036,0.053629912548079,544.9916617
0.934417590966836,0.0550147418959335,533.20906429
