wind_speed,a_seiche,qual
1,0.07,526.94250699
0.908244297066812,0.0769504672721423,538.9421477
0.937942204908772,0.0787860764804654,516.96992794
1.15136351984441,0.0657483656572119,537.1047124
0.938113660795146,0.0765848175861795,518.92960161
0.878754230203225,0.082477493982342,539.32369936
0.890430734306522,0.0838786743710468,546.17186241
0.985406008046092,0.0800180484898805,574.05434232
0.930598430349726,0.0859169988069247,565.30918651
0.901536493244473,0.0852033675049239,544.79273186
1.06691878050524,0.087695516349511,580.82337306
